source,chunk_id,content
Macro_Texture.wikitext,2,"Interface

Coordinates

 Coordinate X : The X coordinate position of the object (default: 0)
 Coordinate Y : The Y coordinate position of the object (default: 0)
 Coordinate Z : The Z coordinate position of the object (default: 0)

Stretching

 Stretching X : narrowing or enlarging of the X (length) of the object (default: 0)
 Stretching Y : narrowing or enlarging of the Y (height) of the object (default: 0)
 Stretching Z : narrowing or enlarging of the Z (depth) of the object (default: 0)

Inversion

 : inverts the X coordinates of the image.
 : inverts the Y coordinates of the image.
 : inverts the Z coordinates of the image.

8 bit Mode

The beginning of the operation value automatically adapts to the selected function: 0 if the setting is on black (Black) 255 or 20 if the setting is white (White)."
Macro_Texture.wikitext,3,"8 bit Mode

The beginning of the operation value automatically adapts to the selected function: 0 if the setting is on black (Black) 255 or 20 if the setting is white (White).

 : build the line (vector) in the form of Wire.
 : build the line (vector) in the form of Bspline.
 : build the points vectors in a point cloud.
 : creates a point at each pixel (vector) (Note: this procedure is CPU intensive)
 : if the shade option is checked, the color of the point is represented as a picture.

32 bit Mode

 : photo mode is automatically activated when a 32-bit image is detected. (Note: this procedure is CPU intensive)
 : allows for importing a 32-bit image and ignore the background of the plan. By default the map background is black to ignore colors are adjustable with the Capping command. If White is checked, the bottom has ignore will be white. (Note: this procedure is CPU intensive)

File"
Macro_Texture.wikitext,4,"File

 : if checked, a file (originalName.bmp.pcd) is saved in the same directory of the file (pcd v0.7).
 : if checked, a file (originalName.bmp.asc) is saved in the same directory of the file. This file can be used as a point cloud (format: X Y Z).

Capping (10mm)"
Macro_Texture.wikitext,5,"Capping (10mm)

 Slider: Enter the height of the form. The height is displayed on title frame.
 : Enter the height of the form. The height is displayed on title frame.
 Raw mode : For adjusting the number of colors (depth). The default mode is 0-20 (which constitutes a filter and to obtain more details according to the complexity of the image) once the checked the mode is 0 to 255 (the entire range of colors).
 : this option enables the ability to access the Contour spinbox 
 : this spinbox gives the contour line. do not use (ex: 0 for the base).
 Capping : this function can be made on the choice of colours, white (default) or black. The degrees of capping rule 20 to 0 (or 255 to 0) if the checkbox is set on W (unchecked) or 0 to 20 (or 0 to 255) if the checkbox is set on B (checked).
 : this spinbox gives the degrees of capping.

Command"
Macro_Texture.wikitext,6,"Command

 File and launch: opens the image file and launches the conversion.
 Help: 
Display the Wiki page in the FreeCAD browser
For change the parameter disponible: go to Tools → Edit parameter...
__The global step on spinBox:__
User parameter:BaseApp/Preferences/Macros/FCMmacros/FCTexture → SingleStep
Adjust the value desired (1.0 by default)
__For search if the macro is upgraded :__
User parameter:BaseApp/Preferences/Macros/FCMmacros/FCTexture → switchVesionMacroSearch
Adjust the switchVesionMacroSearch to  ( by default)

 Quit: exits the function.

Script

The icons .png  and .svg

Macro_Texture.FCMacro

Download the macro to Gist Macro FCTexture.FCMacro

Example

The images were inclined to enhance the 3D effect.

Links

The discussion on the forum to give your impressions or contact me.

The macro  Macro Loft for automate the multi loft.

apply hair cell texture

How to handle pdf import properly and feasibly?

Revision"
Macro_Texture.wikitext,7,"The macro  Macro Loft for automate the multi loft.

apply hair cell texture

How to handle pdf import properly and feasibly?

Revision

ver 0.15 2025/01/04 delette all references to PySide and QtWidgets , chrono by chrisb

Ver 0.14c : 15-01-2021 include Gui.SendMsgToActiveView(""ViewFit"")

Ver 0.14b : 15-01-2021 Create Tab Coordinate and Tab Stretching for diminish the height of the macro and accepted in 15"" screen

ver 0.14 : 06/01/2021 change the search path procedure and adding preference option: search the new macro upgraded"
Macro_Texture.wikitext,8,"```start_code
####new2
                pathFile      = os.path.dirname(SaveName) + ""/""  #= C:/Provisoire400/
                formatFichier = os.path.splitext(SaveName)[1]    #= .png
                SaveName      = os.path.splitext(SaveName)[0]    #= /home/kubuntu/.FreeCAD/Macro/Texture_007_H #= C:/Provisoire400/image3D
                SaveNameformatFichier = SaveName + formatFichier #= C:/Provisoire400/image3D.png
                ####new2
                FreeCAD.ParamGet(""User parameter:BaseApp/Preferences/Macros/FCMmacros/FCTexture"").SetString(""Path"",pathFile)
                ####new
end_code```"
Macro_Texture.wikitext,9,"ver 0.13b: 30/12/2020 add try for time.clock() and time.process_time() for Python 3xyz...
ver 0.13 : 17/04/2020 Layout and PySide2 Qt5
ver 0.12 : 04/08/2019 add spinbox button for height
ver 0.11 :03/07/2019 adapt to Python 3
ver 0.10 : 28/12/2016 add save point in .pcd, .asc display a points cloud, height form, contour
ver 0.9 : 12/12/2016 adding save file .asc for cloud point
ver 0.8 : 16/03/2016 adding progressBar
ver 0.7 : 03/09/2014 Delete ""translate"" forgotten and bug fix discovered by the passage of PyQt to Pyside !
ver 0.6 : 26/08/2014 Delete all ""_translate""
ver 0.5 : 25/08/2014 Delete ""_translate ("" MainWindow "","" Stretching X "", None)"" that prevented the display of tooltip with PySide (Windows Vista)

ver 0.4 : 08/08/2014 PyQt4 PySide

ver 0.3 : 28/03/2014 :comment out the line ""#        self.checkBox_5.setAccessibleName(_fromUtf8(""""))""
that causes an error with the version FreeCAD : Version: 0.14.3343 (Git), Python version: 2.7.6, Qt version: 4.8.5"
Add_FEM_Constraint_Tutorial.wikitext,0,"Introduction 

In this tutorial, we are going to add the flow velocity constraint to FreeCAD and implement support for the Elmer solver. Please make sure you have read and understood Extend FEM Module before reading this tutorial.

This tutorial only covers how to implement constraints in Python. In contrast to solver and equations, constraints follow the classic FEM module structure. That is, all modules of a constraint have their place in either the  or  package.

 Summary"
Add_FEM_Constraint_Tutorial.wikitext,1,"Summary 

 Create document object: The document object that resides inside the analysis and through which the constraint can be parametrized and attached to boundaries.
 Create GUI command: Add a command to the FEM workbench that adds a flow constraint to the active analysis.
 Create a task panel: The task panel is necessary to allow the user to set the boundaries at which he wants to set the velocity constraint. It also makes entering the parameters a little more user-friendly.
 Extend Elmer's writer: Add support for the new constraint to Elmer by extending its sif file exporter.

 Create document object 

In this step we are going to modify the following files:
 `src/Mod/Fem/CMakeLists.txt`
 `src/Mod/Fem/App/CMakeLists.txt`
 `src/Mod/Fem/ObjectsFem.py`

And add the following files:
 `src/Mod/Fem/femobjects/constraint_flowvelocity.py`
 `src/Mod/Fem/femviewprovider/view_constraint_flowvelocity.py`"
Add_FEM_Constraint_Tutorial.wikitext,2,"And add the following files:
 `src/Mod/Fem/femobjects/constraint_flowvelocity.py`
 `src/Mod/Fem/femviewprovider/view_constraint_flowvelocity.py`

A document proxy and a view proxy are required for the new constraint. Those reside in separate modules. The document proxy in femobjects and the view proxy in femviewprovider. Just copy the modules from an existing constraint e.g.:
 `femobjects/constraint_selfweight.py`
 `femviewprovider/view_constraint_selfweight.py`

Adjust the Type variable and the properties to your needs. The document proxy of the flow constraint looks like the following:"
Add_FEM_Constraint_Tutorial.wikitext,3,"```start_code
class Proxy(FemConstraint.Proxy):
    Type = ""Fem::ConstraintFlowVelocity""
    def __init__(self, obj):
        super(Proxy, self).__init__(obj)
        obj.addProperty(
            ""App::PropertyFloat"", ""VelocityX"",
            ""Parameter"", ""Body heat flux"")
        obj.addProperty(
            ""App::PropertyBool"", ""VelocityXEnabled"",
            ""Parameter"", ""Body heat flux"")
        obj.addProperty(
            ""App::PropertyFloat"", ""VelocityY"",
            ""Parameter"", ""Body heat flux"")
        obj.addProperty(
            ""App::PropertyBool"", ""VelocityYEnabled"",
            ""Parameter"", ""Body heat flux"")
        obj.addProperty(
            ""App::PropertyFloat"", ""VelocityZ"",
            ""Parameter"", ""Body heat flux"")
        obj.addProperty(
            ""App::PropertyBool"", ""VelocityZEnabled"",
            ""Parameter"", ""Body heat flux"")
        obj.addProperty(
            ""App::PropertyBool"", ""NormalToBoundary"",
            ""Parameter"", ""Body heat flux"")
end_code```"
Add_FEM_Constraint_Tutorial.wikitext,4,"The module containing the view proxy might look a little more complicated. But for now just adjust the icon path. We are going to come back to this file in later steps of the tutorial.
```start_code
class ViewProxy(FemConstraint.ViewProxy):
    def getIcon(self):
        return "":/icons/fem-constraint-flow-velocity.svg""
end_code```
Add the two new modules to the build system as described in Extend FEM Module. Locate the correct list by searching for constraint modules.

As all objects of the FEM workbench, the velocity constraint must be registered in . The following method adds a velocity constraint to the active document. This method will be used by the GUI command to add the constraint. It must be inserted somewhere in ."
Add_FEM_Constraint_Tutorial.wikitext,5,"```start_code
def makeConstraintFlowVelocity(name=""FlowVelocity""):
    obj = FreeCAD.ActiveDocument.addObject(""Fem::ConstraintPython"", name)
    import femobjects.constraint_flowvelocity
    femobjects.constraint_flowvelocity.Proxy(obj)
    if FreeCAD.GuiUp:
        import femviewprovider.view_constraint_flowvelocity
        femviewprovider.view_constraint_flowvelocity.ViewProxy(obj.ViewObject)
    return obj
end_code```"
Add_FEM_Constraint_Tutorial.wikitext,6,"Create GUI command 

In this step we are going to modify the following files:
 `src/Mod/Fem/CMakeLists.txt`
 `src/Mod/Fem/App/CMakeLists.txt`
 `src/Mod/Fem/Gui/Workbench.cpp`

And add the following new file:
 `src/Mod/Fem/femobjects/constraint_flowvelocity.py`

The command allows the user to actually add the constraint to the active analysis. Just copy a command from an existing constraint. Commands reside in the  package. Adjust the resources attribute and the make method called in Activated to your needs. Also use a different command id in the addCommand call on the bottom of the module. The following class is the command class of the velocity constraint."
Add_FEM_Constraint_Tutorial.wikitext,7,"```start_code
class Command(FemCommands.FemCommands):

    def __init__(self):
        super(Command, self).__init__()
        self.resources = {
            'Pixmap': 'fem-constraint-flow-velocity',
            'MenuText': QtCore.QT_TRANSLATE_NOOP(
                ""FEM_ConstraintFlowVelocity"",
                ""Constraint Velocity""),
            'ToolTip': QtCore.QT_TRANSLATE_NOOP(
                ""FEM_ConstraintFlowVelocity"",
                ""Creates a FEM constraint body heat flux"")}
        self.is_active = 'with_analysis'

    def Activated(self):
        App.ActiveDocument.openTransaction(
            ""Create FemConstraintFlowVelocity"")
        Gui.addModule(""ObjectsFem"")
        Gui.doCommand(
            ""FemGui.getActiveAnalysis().Member += ""
            ""[ObjectsFem.makeConstraintFlowVelocity()]"")

Gui.addCommand('FEM_AddConstraintFlowVelocity', Command())
end_code```"
Add_FEM_Constraint_Tutorial.wikitext,8,"Add the new command file to the build system as decripted in Extend FEM Module. Locate the correct list be searching for existing command modules.

Put the command into Gui/Workbench.cpp to add it to the toolbar and menu. Search for an existing constraint of the same category as the new one (e.g. Flow) copy-paste it and adjust the command id. This should be done two times. Once for the menu and again for the toolbar.

 Create a task panel 

In this step, we are going to modify the following file:
 `src/Mod/Fem/femviewprovider/view_constraint_flowvelocity.py`

In FreeCAD, constraint objects benefit greatly from task panels. Task panels can make use of more powerful input widgets that expose the unit of entered values directly to the user. The velocity constraint even requires the use of a task panel since a task panel is the only way of specifying the face(s) on which the constraint shall be applied."
Add_FEM_Constraint_Tutorial.wikitext,9,"The location of the module in which task panels are implemented is not strictly defined. For the velocity constraint, we are just going to put the task panel in the same module where we put the view proxy. The task panel is quite complicated. It makes use of the FemSolectionWidgets.BoundarySelector(). That's a qt widget that allows the user to select the boundaries on which the constraint shall be applied. In addition to this widget, it generates another one by loading a UI file specifically created for the velocity constraint. Via this widget, the velocity vector can be specified.

Most of the time it should be sufficient to just copy this class, use a suitable UI file (instead of TaskPanelFemFlowVelocity.ui) and adjust _initParamWidget() as well as _applyWidgetChanges(). If the new constraint requires bodies as references instead of boundaries just replace the BoundarySelector object with the SolidSelector."
Add_FEM_Constraint_Tutorial.wikitext,10,"```start_code
class _TaskPanel(object):

    def __init__(self, obj):
        self._obj = obj
        self._refWidget = FemSelectionWidgets.BoundarySelector()
        # self._refWidget = FemSelectionWidgets.SolidSelector()
        self._refWidget.setReferences(obj.References)
        self._paramWidget = Gui.PySideUic.loadUi(
            App.getHomePath() + ""Mod/Fem/femviewprovider/TaskPanelFemFlowVelocity.ui"")
        self._initParamWidget()
        self.form = [self._refWidget, self._paramWidget]
        analysis = FemMisc.findAnalysisOfMember(obj)
        self._mesh = FemMisc.getSingleMember(analysis, ""Fem::FemMeshObject"")
        self._part = self._mesh.Part if self._mesh is not None else None
        self._partVisible = None
        self._meshVisible = None
end_code```"
Add_FEM_Constraint_Tutorial.wikitext,11,"```start_code
def open(self):
        if self._mesh is not None and self._part is not None:
            self._meshVisible = self._mesh.ViewObject.isVisible()
            self._partVisible = self._part.ViewObject.isVisible()
            self._mesh.ViewObject.hide()
            self._part.ViewObject.show()

    def reject(self):
        self._restoreVisibility()
        return True

    def accept(self):
        if self._obj.References != self._refWidget.references():
            self._obj.References = self._refWidget.references()
        self._applyWidgetChanges()
        self._obj.Document.recompute()
        self._restoreVisibility()
        return True
end_code```"
Add_FEM_Constraint_Tutorial.wikitext,12,"```start_code
def _restoreVisibility(self):
        if self._mesh is not None and self._part is not None:
            if self._meshVisible:
                self._mesh.ViewObject.show()
            else:
                self._mesh.ViewObject.hide()
            if self._partVisible:
                self._part.ViewObject.show()
            else:
                self._part.ViewObject.hide()
end_code```"
Add_FEM_Constraint_Tutorial.wikitext,13,"```start_code
def _initParamWidget(self):
        unit = ""m/s""
        self._paramWidget.velocityXTxt.setText(
            str(self._obj.VelocityX) + unit)
        self._paramWidget.velocityYTxt.setText(
            str(self._obj.VelocityY) + unit)
        self._paramWidget.velocityZTxt.setText(
            str(self._obj.VelocityZ) + unit)
        self._paramWidget.velocityXBox.setChecked(
            not self._obj.VelocityXEnabled)
        self._paramWidget.velocityYBox.setChecked(
            not self._obj.VelocityYEnabled)
        self._paramWidget.velocityZBox.setChecked(
            not self._obj.VelocityZEnabled)
        self._paramWidget.normalBox.setChecked(
            self._obj.NormalToBoundary)
end_code```"
Add_FEM_Constraint_Tutorial.wikitext,14,"```start_code
def _applyWidgetChanges(self):
        unit = ""m/s""
        self._obj.VelocityXEnabled = \
            not self._paramWidget.velocityXBox.isChecked()
        if self._obj.VelocityXEnabled:
            quantity = Units.Quantity(self._paramWidget.velocityXTxt.text())
            self._obj.VelocityX = float(quantity.getValueAs(unit))
        self._obj.VelocityYEnabled = \
            not self._paramWidget.velocityYBox.isChecked()
        if self._obj.VelocityYEnabled:
            quantity = Units.Quantity(self._paramWidget.velocityYTxt.text())
            self._obj.VelocityY = float(quantity.getValueAs(unit))
        self._obj.VelocityZEnabled = \
            not self._paramWidget.velocityZBox.isChecked()
        if self._obj.VelocityZEnabled:
            quantity = Units.Quantity(self._paramWidget.velocityZTxt.text())
            self._obj.VelocityZ = float(quantity.getValueAs(unit))
        self._obj.NormalToBoundary = self._paramWidget.normalBox.isChecked()
end_code```"
Add_FEM_Constraint_Tutorial.wikitext,15,"The view proxy must be extended to support the task panel we just implemented. The following extended view proxy opens the task panel when the user makes a double-click on the constraint object in the tree view.
```start_code
class ViewProxy(FemConstraint.ViewProxy):

    def getIcon(self):
        return "":/icons/fem-constraint-flow-velocity.svg""

    def setEdit(self, vobj, mode=0):
        task = _TaskPanel(vobj.Object)
        Gui.Control.showDialog(task)

    def unsetEdit(self, vobj, mode=0):
        Gui.Control.closeDialog()

    def doubleClicked(self, vobj):
        if Gui.Control.activeDialog():
            Gui.Control.closeDialog()
        Gui.ActiveDocument.setEdit(vobj.Object.Name)
        return True
end_code```"
Add_FEM_Constraint_Tutorial.wikitext,16,"Extend Elmer's writer 

In this step we are going to modify the following file:
 `src/Mod/Fem/femsolver/elmer/writer.py`

The writer module contains methods for all equation types. Depending on the type of the constraint, boundary condition, initial condition or body force one has to modify different methods. For our flow velocity we have to adjust ."
Add_FEM_Constraint_Tutorial.wikitext,17,"```start_code
def _handleFlowBndConditions(self):
    for obj in self._getMember(""Fem::ConstraintFlowVelocity""):
        if obj.References:
            for name in obj.References[0][1]:
                if obj.VelocityXEnabled:
                    velocity = getFromUi(obj.VelocityX, ""m/s"", ""L/T"")
                    self._boundary(name, ""Velocity 1"", velocity)
                if obj.VelocityYEnabled:
                    velocity = getFromUi(obj.VelocityY, ""m/s"", ""L/T"")
                    self._boundary(name, ""Velocity 2"", velocity)
                if obj.VelocityZEnabled:
                    velocity = getFromUi(obj.VelocityZ, ""m/s"", ""L/T"")
                    self._boundary(name, ""Velocity 3"", velocity)
                if obj.NormalToBoundary:
                    self._boundary(name, ""Normal-Tangential Velocity"", True)
            self._handled(obj)
end_code```
Category:FEM"
Sketcher_ConstrainDistanceX.wikitext,0,"Description

The  Sketcher ConstrainDistanceX tool 
fixes the horizontal distance between two points or the endpoints of a line. If a single point is pre-selected, the distance is relative to the origin of the sketch.

Usage

See also: Drawing aids.

Continue mode"
Sketcher_ConstrainDistanceX.wikitext,1,"Make sure there is no selection.
 There are several ways to invoke the tool:
 : If the Dimensioning constraints preference is set to  (default): press the down arrow to the right of the  button and select the Constrain horizontal distance option from the dropdown.
 If this preference has a different value (and in ): press the Constrain horizontal distance button.
 Select the Sketch → Sketcher constraints →  Constrain horizontal distance option from the menu.
 : Right-click in the 3D view and select the Dimension →  Constrain horizontal distance option from the context menu.
 Use the keyboard shortcut: L.
 The cursor changes to a cross with the tool icon.
 Do one of the following:
 Select two points (one of which can be the origin).
 Select a single line.
 If a driving dimensional constraint is created, depending on the preferences, a dialog opens to edit its value.
 A constraint is added.
 Optionally keep creating constraints.
 To finish, right-click or press Esc, or start another geometry or constraint creation tool."
Sketcher_ConstrainDistanceX.wikitext,2,"Run-once mode

 Do one of the following:
 Select one or two points.
 Select a single line.
 Invoke the tool as explained above.
 Optionally edit the constraint value.
 A constraint is added.

 Scripting 

Distance from origin:
```start_code
Sketch.addConstraint(Sketcher.Constraint('DistanceX', Edge, PointOfEdge, -1, 1, App.Units.Quantity('123.0 mm')))
end_code```
Distance between two vertices:
```start_code
Sketch.addConstraint(Sketcher.Constraint('DistanceX', Edge1, PointOfEdge1, Edge2, PointOfEdge2, App.Units.Quantity('123.0 mm')))
end_code```
Horizontal span of line (the GUI allows selecting the edge itself, but it is just a shorthand for using the two extremities of the same line):
```start_code
Sketch.addConstraint(Sketcher.Constraint('DistanceX', Line, 1, Line, 2, App.Units.Quantity('123.0 mm')))
end_code```
The Sketcher scripting page explains the values which can be used for , , , , ,  and , and contains further examples on how to create constraints from Python scripts."
Macro_FCCircularText.wikitext,0,"Description

This macro makes use of the  Draft ShapeString tool to create a text line placed in different circular orientations, including circumferential and helical in the fashion of a Trajan's Column. It can also be used to create a clock face with Arabic numerals 1, 2, 3, etc., or Roman numerals I, II, III, etc. This latter usage was inspired by the Forum thread Macro to Create Clock Face by FC community member, cblt2l.

Usage

Launch the macro folder FcString for created characters and a file FcClock for created clocks.

All the characters are and remain independent. When creating extrusions nothing is deleted. If Compound is created with Run Comp it is copied out of the folder.

The options are shaded by default and are active in all functions if they are checked :
 
 
 

Except for one Clock Service Placement box Z is activated and moves the text in the direction Z to place the text on the support surface.

Notes"
Macro_FCCircularText.wikitext,1,"Except for one Clock Service Placement box Z is activated and moves the text in the direction Z to place the text on the support surface.

Notes

 This macro will gray-out (deactivate) options that are not relevant for a selected function.

 Interface 

Overview

First section

 TextEdit window that lets you copy the text to display (click on the Reset allows to know the number of the input string that is displayed in the window title)
 The Reverse button reverses the text
  checked, this option consider the text as word, the text is cut on space and write the text word by word (instead character by character in normal use)
 The Help button displays the wiki page in the FreeCAD browser
 LineEdit: display the path and name of file font
 Other button for search the font in other directory in case all directory is not discovery automatically
 ComboView to choose the font
 Origin return to origin system font path ex: ""C:/Windows/Fonts/""
 Default ARIAL.TTF

Options available"
Macro_FCCircularText.wikitext,2,"Options available

After the first use, you must modify the following parameters: 

User parameter:BaseApp/Preferences/Macros/FCMmacros/FCCircularText

switchModeTextList
 0 = normal text mode (and black) cuts the switchFontComBox
 1 = allows switchFontComBox 1

switchFontComBox
 0 = (and switchModeTextList= 1) text mode (in color) in ComboBox list, faster
 1 = (and switchModeTextList= 1) fontFamily slower but more beautiful ComboBoxst!

setSystemFonts
 0 = matplotlib.font_manager.findSystemFonts(""C:/"", ""ttf"") 
     do all the fonts (in all folders and sub-folders of the DD) time !!
 1 = fontman.findSystemFonts(self.pathFont)
     do all the fonts in the directory (and in all the sub-folders)

seTtextAlignement
 0 = AlignLeft (default)
 1 = AlignCenter
 2 = AlignRight

setFontByDefault
 Font by Default

switchResetFALSE
 0 = reset (default)
 1 = no reset (not recommended) some switches can remain open or close unexpectedly!

Example"
Macro_FCCircularText.wikitext,3,"setFontByDefault
 Font by Default

switchResetFALSE
 0 = reset (default)
 1 = no reset (not recommended) some switches can remain open or close unexpectedly!

Example

switchModeTextList= 
switchFontComBox  = 
setSystemFonts    = 
seTtextAlignement = 0

switchModeTextList= 
switchFontComBox  = 
setSystemFonts    = 
seTtextAlignement = 0

switchModeTextList= 
switchFontComBox  = 
setSystemFonts    = 
seTtextAlignement = 1 (0=Left, 1=Centered, 2=Right)

switchModeTextList= 
switchFontComBox  = 
setSystemFonts    = 
seTtextAlignement = 1

 Second Section 

Configuring characters in FCCircularText

First zone

Your choice:

 Mode Stand or Mode Flat : The text will be placed standing or flat (same as clock) options Outdoor and Indoor are reversed.

 Second area 

This section allows you to configure the overall behavior of characters in all the choices available but with some variation.
If the command is not used in the option chosen, it will be grayed out."
Macro_FCCircularText.wikitext,4,"This section allows you to configure the overall behavior of characters in all the choices available but with some variation.
If the command is not used in the option chosen, it will be grayed out.

  Radius of circle : Radius of the circle. (Default 10)
  Size character : Character height. (Default 2)
  Begin angle : Starting angle of the first character in the circle. (Default 0 °)
  End angle : Angle end of the last character of the text. (Default 360)
  Correction angle : Character correction angle to make it tangent to the circle. (Default 10 °)
  Correction radius : Fixed the radius of the circle characters (optional). (Default 0.15)

  : Checkbox extrusion characters. (Inactive Default)
  : Text placement in the 3D view. (Inactive Default)
  : Inclination of characters in three axes X, Y and Z (example to cover such a cone). (Inactive Default)

Outdoor

Default mode. The text is written on the outside of the circumference of the circle.

Indoor"
Macro_FCCircularText.wikitext,5,"Outdoor

Default mode. The text is written on the outside of the circumference of the circle.

Indoor

The text is written on the inner side of the circumference of the circle

Helix

The text is entered on the outer circumference of a helix.

 The helix area is hidden by default. The window is visible if the radio button  is checked

 All characters configuration options are available.
 Step of helix which corresponds to the pitch of the helix turns and displays 2 (character height) by default.
 Char. per turn activates and displays 10 by default, which corresponds to 10 characters per helical turn.

 If Step of helix (helix pitch) is zero, Spinboxes Base Helix and End Helix are activated.
 Base Helix provides the basis for starting the helix (even Placement Z). If  'Placement Z'  is different from zero, the starting point is added to Z Placement
 End Helix End of the helix pitch of the helix will be calculated relative to the height and the number of characters per helical turn.

Clock"
Macro_FCCircularText.wikitext,6,"Clock

The figures are part of a circle with Arabic numerals or Romans.

 By default, the section is hidden. The window is visible if the radio button  is checked

 When the selection is made, the following functions get dark and are usable:
 Begin angle.
 End angle.
 Correction angle.
 Correction radius.
 The buttom Mode Stand or Mode Flat.
 The area Clock is activated.

 Radius of support : If a value is given, support will be created (default 0).
 If Support number face is different from zero a support is created. (If Extrude support = zero then a face is created).
 1 = A circle is created (circle appears).
 2 = A rectangle is created (length = (Radius of media * 1.5) width = Radius of support) (Rectangle appears).
 3 = A triangle is created (circumscribed) (Triangle appears).
 4 = A square is created (Radius of support) (Square appears).
 5 = A polygon with the number of faces displayed (circumscribed) (Polygon appears).
 Extrude support is activated and an extrusion dimension can be given."
Macro_FCCircularText.wikitext,7,"If Support number face is equal to zero there is no support.
 Mode Roman : The writing will be in Roman figures I II III IIII V VI VII VIII IX X XI XII
 Axial   : The figures will be written axially.

Path section

The title section change and display the length of the wire selected.

If you select one wire, arc, circle, line and edge the section Path is coloured in  and the unused command coloured in 

 the character is Orthogonal to the view
 the character is Tangent to point path on wire

 the point base of the character is to point path on the wire
 the bounBox center of the character is to point path on the wire
 the top boundBox of the character is to point path on the wire

the last Radio Button used is saved in the parameter of FreeCAD

Command section

 Exit    : Leaves the macro.
 Reset   : Reset all values and displays the number of characters displayed in the window.
 Run Comp : Launches the macro and creates a Compound object of all characters.
 Run     : Launches the macro

Parameters available"
Macro_FCCircularText.wikitext,8,"Parameters available

Certain parameter are available in the parameters of FreeCAD see: Menu → Tools → Edit parameters...

User parameter: BaseApp/Preferences/Macros/FCMmacros/FCCircularText

 : 
 normal text mode (and black) turns off switchFontComBox
 allow switchFontComBox 1 (default)
 : 
 (and switchModeTextList = 1) text mode (in color) in Faster ComboBox list (default)
 (and switchModeTextList = 1) font Family in ComboBox list slower but more beautiful!
 : 
 matplotlib.font_manager.findSystemFonts (""C: /"", ""ttf"") do all fonts (in all folders and subfolders of the HD) time !!
 fontman.findSystemFonts (self.pathFont)make all the fonts in the directory (and in all the subfolders) (default)
 : 0 = AlignLeft (default) 1 = AlignCenter 2 = AlignRight
 : Font by Default (the last used)
 :  reset (default),  no reset (not recommended) some switches can stay open or close unexpectedly!
 :  
 :  
 :  
 :  
 :  
 :  
 : FCCircularText version"
Macro_FCCircularText.wikitext,9,"Launch the macro folder FcString for created characters and a file FcClock for created clocks.

Script

The button icon:

- in .PNG 

- in .SVG  File:FCCircularTextButtom.svg

(See  Customize_Toolbars for more)

Script

Macro_Circular_Text.FCMacro

or download the script :

- on github Macro_FCCircularText.FCMacro

- at the forum Extrude from curved surface of cylinder

Example

Example onto Ellipse

Mode relief:

Example section path

Limitations

 it is possible that an error may occur between versions. Please post the issue on the forum and wait for the updated fix or rollback to a previous version of the macro. Thank you)

It is possible that two characters may overlap. If this happens, here's a workaround is available using the Rotate-To-Point Macro.

(not fully developed)

Planned:

Writing on a path circular text of position object selected.

Change log

ver 0.22e 2024/07/11 : delete ""ss.support = None"""
Macro_FCCircularText.wikitext,10,"(not fully developed)

Planned:

Writing on a path circular text of position object selected.

Change log

ver 0.22e 2024/07/11 : delete ""ss.support = None""

ver 0.22d 2024/07/11 : delete ""import WebGui"" cause error in 0.22xxx FC and replaced by ""import webbrowser""

ver 0.22c 2023/11/17 : adding restore selection after delete the last object , by TheMarkster , thanks
see Curved text on a flat surface?
```start_code
sel = Gui.Selection.getCompleteSelection()
delete objects
restore previous selection
Gui.Selection.clearSelection()
for s in sel:
    Gui.Selection.addSelection(s.Object,s.SubElementNames)
end_code```"
Macro_FCCircularText.wikitext,11,"ver 0.22b 2023/11/15 : upgrade correction stylesheet and FreeCAD.activeDocument().recompute(None,True,True)

ver 0.22 2022/06/06 : adding QScrollArea cause : Unable to run FCCircularText [Problem with screen size]

ver 0.21 2022/05/31 : adding button search other path fontmanuelly, and button return font origin of system

ver 0.20 2021/04/05 : adding icone in macro, Tab for diminish the heigth of the macro, remove all dimensions of widgets now fully compatible with the stylesheet, revisite the search version for compatibility and other little change.

ver 1.19 2021/03/15 : adding button Delette the last object created and the code  for Undo/Redo system

Adding CheckBox  for switched/activated (requested by users) the natural reset after all push button Runand Run comp. This use checkBox is , is you constade one malfunction pusch the Reset button or quit FCCircularText and restart.

ver 0.18 2021/01/19 : correction bug see FCCircularText Macro issues"
Macro_FCCircularText.wikitext,12,"ver 0.18 2021/01/19 : correction bug see FCCircularText Macro issues

ver 0.17b 2020/09/28 : correction little bug (pl instead plm in path section) and arrange the window (dimension) Clock, Helix, Path

ver 0.17 2020/09/26 : adding create circular text on wire (curve, arc, spline, line ...) selected, mode word 

ver 16d 2020/09/15 : see the  MasterCATZ commented Sep 14, 2020 message

delette the FC 0.18 test section:"
Macro_FCCircularText.wikitext,13,"```start_code
Test FreeCAD.Version simple ############################################################################################################
if int(FreeCAD.Version()[1]) < 18:      # Version de FreeCAD
    FreeCAD.Console.PrintMessage(""This version "" + __Title__ + "" rmu  work with the FreeCAD 0.18 or higher."" + ""\n\n"")
    FreeCAD.Console.PrintMessage(""For the precedent version see the page "" + ""\n\n"")
    FreeCAD.Console.PrintMessage(""https://gist.githubusercontent.com/mario52a/a25e802498bae6959335/raw/db47f78f2b20a35137ac213b8d1a62d30f525dcb/Macro_FCCircularText.FCMacro"" + ""\n\n"")
 Test FreeCAD.Version simple ############################################################################################################
end_code```"
